"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 28 12:09:12 GMT 2025","Mon Jul 28 12:09:16 GMT 2025","3486","","testsUI.HomePageTests","","testsUI.HomePageTests","checkFavoritesIconIsDisplayed","Favorites icon is displayed",""
"passed","Mon Jul 28 12:08:52 GMT 2025","Mon Jul 28 12:09:01 GMT 2025","8307","","testsUI.HomePageTests","","testsUI.HomePageTests","checkItemCanBeSearchedAndResultsAreDisplayedTest","Check item can be searched and search results are displayed",""
"passed","Mon Jul 28 12:08:24 GMT 2025","Mon Jul 28 12:08:31 GMT 2025","6512","","testsUI.CreateAccountTests","","testsUI.CreateAccountTests","createAccountWithInvalidEmailTest","Trying to create an account with invalid email",""
"passed","Mon Jul 28 12:05:02 GMT 2025","Mon Jul 28 12:05:03 GMT 2025","209","","tests.AuthorizationApiTests","","tests.AuthorizationApiTests","invalidAuthorizationHeaderTest","Checking invalid authorization with wrong header",""
"passed","Mon Jul 28 12:09:33 GMT 2025","Mon Jul 28 12:09:37 GMT 2025","3460","","testsUI.HomePageTests","","testsUI.HomePageTests","checkAccountIconIsDisplayed","Logo is displayed",""
"passed","Mon Jul 28 12:05:06 GMT 2025","Mon Jul 28 12:05:38 GMT 2025","31285","","testsUI.BagTests","","testsUI.BagTests","selectFirstItemFromSearchResultsAndAddToTheBag","Select item from search results and add to the bag",""
"passed","Mon Jul 28 12:09:21 GMT 2025","Mon Jul 28 12:09:24 GMT 2025","3537","","testsUI.HomePageTests","","testsUI.HomePageTests","checkBagIconIsDisplayed","Bag icon is displayed",""
"passed","Mon Jul 28 12:08:41 GMT 2025","Mon Jul 28 12:08:48 GMT 2025","6301","","testsUI.CreateAccountTests","","testsUI.CreateAccountTests","createAccountWithInvalidPassword","Trying to create an account with invalid password",""
"passed","Mon Jul 28 12:05:05 GMT 2025","Mon Jul 28 12:05:06 GMT 2025","1490","","tests.BagApiTests","","tests.BagApiTests","getListOfItemsTest","Checking getting list of items in the bag",""
"passed","Mon Jul 28 12:05:02 GMT 2025","Mon Jul 28 12:05:02 GMT 2025","224","","tests.AuthorizationApiTests","","tests.AuthorizationApiTests","forbiddenAccessTest","Checking invalid authorization with wrong grant type",""
"passed","Mon Jul 28 12:05:03 GMT 2025","Mon Jul 28 12:05:05 GMT 2025","1306","","tests.BagApiTests","","tests.BagApiTests","deleteItemTest","Checking deleting the item from the bag",""
"passed","Mon Jul 28 12:08:48 GMT 2025","Mon Jul 28 12:08:52 GMT 2025","4670","","testsUI.HomePageTests","","testsUI.HomePageTests","checkBagIconCanBeClickedAndShoppingBagTitleIsDisplayed","Check 'Bag' icon can be clicked and 'Shopping bag' title text is displayed",""
"passed","Mon Jul 28 12:05:05 GMT 2025","Mon Jul 28 12:05:05 GMT 2025","297","","tests.BagApiTests","","tests.BagApiTests","addItemTest","Checking adding item to the card",""
"passed","Mon Jul 28 12:09:04 GMT 2025","Mon Jul 28 12:09:08 GMT 2025","3455","","testsUI.HomePageTests","","testsUI.HomePageTests","checkLogoIsDisplayedTest","Logo is displayed",""
"passed","Mon Jul 28 12:07:18 GMT 2025","Mon Jul 28 12:07:50 GMT 2025","32026","","testsUI.BagTests","","testsUI.BagTests","addItemFromSearchAndCheckPriceInTheBag","Select item from search, add it to the bag and check price",""
"passed","Mon Jul 28 12:07:50 GMT 2025","Mon Jul 28 12:08:24 GMT 2025","34390","","testsUI.BagTests","","testsUI.BagTests","checkItemsNameAndQuantityMatchDataInTheCard","Check item name and quantity match data in the bag",""
"passed","Mon Jul 28 12:05:38 GMT 2025","Mon Jul 28 12:06:13 GMT 2025","34857","","testsUI.BagTests","","testsUI.BagTests","addItemFromSearchAndUpdateItInTheBag","Select item from search, add it to the bag and update quantity",""
"passed","Mon Jul 28 12:09:01 GMT 2025","Mon Jul 28 12:09:04 GMT 2025","3606","","testsUI.HomePageTests","","testsUI.HomePageTests","checkSearchIconIsDisplayedTest","Check Search icon is displayed",""
